-0.52 , 0.05   ,0.00
-0.52 , 0.03   ,0.00
-0.52 , 0.02   ,0.00
-0.52 , 0.00   ,0.00
-0.52 , -0.02   ,0.00
-0.52 , -0.03   ,0.00
-0.52 , -0.05   ,0.00
-0.52 , -0.06   ,0.00
-0.52 , -0.08   ,0.00
-0.51 , -0.10   ,0.00
-0.51 , -0.11   ,0.00
-0.51 , -0.13   ,0.00
-0.50 , -0.15   ,0.00
-0.50 , -0.16   ,0.00
-0.49 , -0.18   ,0.00
-0.49 , -0.19   ,0.00
-0.48 , -0.21   ,0.00
-0.47 , -0.22   ,0.00
-0.47 , -0.24   ,0.00
-0.46 , -0.25   ,0.00
-0.45 , -0.27   ,0.00
-0.44 , -0.28   ,0.00
-0.43 , -0.29   ,0.00
-0.42 , -0.31   ,0.00
-0.41 , -0.32   ,0.00
-0.40 , -0.33   ,0.00
-0.41 , -0.36   ,-1.00
-0.39 , -0.37   ,-1.00
-0.37 , -0.37   ,0.00
-0.36 , -0.38   ,0.00
-0.35 , -0.39   ,0.00
-0.33 , -0.40   ,0.00
-0.32 , -0.41   ,0.00
-0.31 , -0.42   ,0.00
-0.30 , -0.43   ,0.00
-0.28 , -0.44   ,0.00
-0.27 , -0.45   ,0.00
-0.26 , -0.47   ,-1.00
-0.25 , -0.48   ,-1.00
-0.22 , -0.47   ,0.00
-0.21 , -0.48   ,0.00
-0.19 , -0.49   ,0.00
-0.18 , -0.49   ,0.00
-0.16 , -0.50   ,0.00
-0.15 , -0.50   ,0.00
-0.13 , -0.51   ,0.00
-0.12 , -0.51   ,0.00
-0.10 , -0.51   ,0.00
-0.08 , -0.52   ,0.00
-0.07 , -0.52   ,0.00
-0.05 , -0.52   ,0.00
-0.03 , -0.52   ,0.00
-0.02 , -0.52   ,0.00
-0.00 , -0.52   ,0.00
0.02 , -0.52   ,0.00
0.03 , -0.52   ,0.00
0.05 , -0.52   ,0.00
0.06 , -0.52   ,0.00
0.08 , -0.52   ,0.00
0.10 , -0.51   ,0.00
0.11 , -0.51   ,0.00
0.13 , -0.51   ,0.00
0.14 , -0.50   ,0.00
0.16 , -0.50   ,0.00
0.18 , -0.49   ,0.00
0.19 , -0.49   ,0.00
0.21 , -0.48   ,0.00
0.22 , -0.47   ,0.00
0.24 , -0.47   ,0.00
0.25 , -0.46   ,0.00
0.27 , -0.45   ,0.00
0.28 , -0.44   ,0.00
0.29 , -0.43   ,0.00
0.31 , -0.42   ,0.00
0.32 , -0.41   ,0.00
0.33 , -0.40   ,0.00
0.34 , -0.39   ,0.00
0.36 , -0.38   ,0.00
0.37 , -0.37   ,0.00
0.38 , -0.36   ,0.00
0.39 , -0.35   ,0.00
0.40 , -0.33   ,0.00
0.43 , -0.33   ,-1.00
0.44 , -0.32   ,-1.00
0.43 , -0.30   ,0.00
0.44 , -0.28   ,0.00
0.45 , -0.27   ,0.00
0.46 , -0.25   ,0.00
0.47 , -0.24   ,0.00
0.47 , -0.22   ,0.00
0.48 , -0.21   ,0.00
0.49 , -0.19   ,0.00
0.49 , -0.18   ,0.00
0.50 , -0.16   ,0.00
0.50 , -0.15   ,0.00
0.51 , -0.13   ,0.00
0.51 , -0.12   ,0.00
0.51 , -0.10   ,0.00
0.52 , -0.08   ,0.00
0.52 , -0.07   ,0.00
0.52 , -0.05   ,0.00
0.52 , -0.03   ,0.00
0.52 , -0.02   ,0.00
0.52 , -0.00   ,0.00
1.05 , -0.04  ,0.02
1.04 , -0.07  ,0.02
1.04 , -0.10  ,0.02
1.04 , -0.13  ,0.02
1.03 , -0.17  ,0.02
1.03 , -0.20  ,0.02
1.02 , -0.23  ,0.02
1.01 , -0.26  ,0.02
1.00 , -0.30  ,0.02
0.99 , -0.33  ,0.02
0.98 , -0.36  ,0.02
0.97 , -0.39  ,0.02
0.96 , -0.42  ,0.02
0.95 , -0.45  ,0.02
0.93 , -0.48  ,0.02
0.92 , -0.51  ,0.02
0.90 , -0.54  ,0.02
0.88 , -0.56  ,0.02
0.86 , -0.59  ,0.02
0.84 , -0.62  ,0.02
0.83 , -0.64  ,0.02
0.80 , -0.67  ,0.02
0.78 , -0.69  ,0.02
0.76 , -0.72  ,0.02
0.74 , -0.74  ,0.02
0.71 , -0.76  ,0.02
0.69 , -0.79  ,0.02
0.66 , -0.81  ,0.02
0.64 , -0.83  ,0.02
0.61 , -0.85  ,0.02
0.59 , -0.87  ,0.02
0.56 , -0.89  ,0.02
0.53 , -0.90  ,0.02
0.50 , -0.92  ,0.02
0.47 , -0.93  ,0.02
0.44 , -0.95  ,0.02
0.41 , -0.96  ,0.02
0.38 , -0.97  ,0.02
0.35 , -0.99  ,0.02
0.32 , -1.00  ,0.02
0.29 , -1.01  ,0.02
0.26 , -1.01  ,0.02
0.23 , -1.02  ,0.02
0.19 , -1.03  ,0.02
0.16 , -1.03  ,0.02
0.13 , -1.04  ,0.02
0.10 , -1.04  ,0.02
0.06 , -1.04  ,0.02
0.03 , -1.05  ,0.02
-0.00 , -1.05  ,0.02
-0.04 , -1.05  ,0.02
-0.07 , -1.04  ,0.02
-0.10 , -1.04  ,0.02
-0.13 , -1.04  ,0.02
-0.17 , -1.03  ,0.02
-0.20 , -1.03  ,0.02
-0.23 , -1.02  ,0.02
-0.26 , -1.01  ,0.02
-0.29 , -1.00  ,0.02
-0.33 , -0.99  ,0.02
-0.36 , -0.98  ,0.02
-0.39 , -0.97  ,0.02
-0.42 , -0.96  ,0.02
-0.45 , -0.95  ,0.02
-0.48 , -0.93  ,0.02
-0.51 , -0.92  ,0.02
-0.53 , -0.90  ,0.02
-0.56 , -0.88  ,0.02
-0.59 , -0.86  ,0.02
-0.62 , -0.85  ,0.02
-0.64 , -0.83  ,0.02
-0.67 , -0.80  ,0.02
-0.69 , -0.78  ,0.02
-0.72 , -0.76  ,0.02
-0.74 , -0.74  ,0.02
-0.76 , -0.71  ,0.02
-0.79 , -0.69  ,0.02
-0.81 , -0.67  ,0.02
-0.83 , -0.64  ,0.02
-0.85 , -0.61  ,0.02
-0.87 , -0.59  ,0.02
-0.88 , -0.56  ,0.02
-0.90 , -0.53  ,0.02
-0.92 , -0.50  ,0.02
-0.93 , -0.47  ,0.02
-0.95 , -0.44  ,0.02
-0.96 , -0.41  ,0.02
-0.97 , -0.38  ,0.02
-0.99 , -0.35  ,0.02
-1.00 , -0.32  ,0.02
-1.01 , -0.29  ,0.02
-1.01 , -0.26  ,0.02
-1.02 , -0.23  ,0.02
-1.03 , -0.19  ,0.02
-1.03 , -0.16  ,0.02
-1.04 , -0.13  ,0.02
-1.04 , -0.10  ,0.02
-1.04 , -0.06  ,0.02
-1.05 , -0.03  ,0.02
-1.05 , 0.00  ,0.02
-1.05 , 0.03  ,0.02
-1.04 , 0.07  ,0.02
-1.04 , 0.10  ,0.02
-1.04 , 0.13  ,0.02
-1.03 , 0.17  ,0.02
-1.03 , 0.20  ,0.02
-1.02 , 0.23  ,0.02
-1.01 , 0.26  ,0.02
-1.00 , 0.29  ,0.02
-0.99 , 0.32  ,0.02
-0.98 , 0.36  ,0.02
-0.97 , 0.39  ,0.02
-0.96 , 0.42  ,0.02
-0.95 , 0.45  ,0.02
-0.93 , 0.48  ,0.02
-0.92 , 0.51  ,0.02
-0.90 , 0.53  ,0.02
-0.88 , 0.56  ,0.02
-0.86 , 0.59  ,0.02
-0.85 , 0.62  ,0.02
-0.83 , 0.64  ,0.02
-0.81 , 0.67  ,0.02
-0.78 , 0.69  ,0.02
-0.76 , 0.72  ,0.02
-0.74 , 0.74  ,0.02
-0.72 , 0.76  ,0.02
-0.69 , 0.79  ,0.02
-0.67 , 0.81  ,0.02
-0.64 , 0.83  ,0.02
-0.61 , 0.85  ,0.02
-0.59 , 0.87  ,0.02
-0.56 , 0.88  ,0.02
-0.53 , 0.90  ,0.02
-0.50 , 0.92  ,0.02
-0.47 , 0.93  ,0.02
-0.44 , 0.95  ,0.02
-0.41 , 0.96  ,0.02
-0.38 , 0.97  ,0.02
-0.35 , 0.98  ,0.02
-0.32 , 1.00  ,0.02
-0.29 , 1.01  ,0.02
-0.26 , 1.01  ,0.02
-0.23 , 1.02  ,0.02
-0.20 , 1.03  ,0.02
-0.16 , 1.03  ,0.02
-0.13 , 1.04  ,0.02
-0.10 , 1.04  ,0.02
-0.06 , 1.04  ,0.02
-0.03 , 1.05  ,0.02
0.00 , 1.05  ,0.02
0.03 , 1.05  ,0.02
0.07 , 1.04  ,0.02
0.10 , 1.04  ,0.02
0.13 , 1.04  ,0.02
0.16 , 1.03  ,0.02
0.20 , 1.03  ,0.02
0.23 , 1.02  ,0.02
0.26 , 1.01  ,0.02
0.29 , 1.00  ,0.02
0.32 , 1.00  ,0.02
0.36 , 0.98  ,0.02
0.39 , 0.97  ,0.02
0.42 , 0.96  ,0.02
0.45 , 0.95  ,0.02
0.48 , 0.93  ,0.02
0.50 , 0.92  ,0.02
0.53 , 0.90  ,0.02
0.56 , 0.88  ,0.02
0.59 , 0.87  ,0.02
0.62 , 0.85  ,0.02
0.64 , 0.83  ,0.02
0.67 , 0.81  ,0.02
0.69 , 0.78  ,0.02
0.72 , 0.76  ,0.02
0.74 , 0.74  ,0.02
0.76 , 0.72  ,0.02
0.79 , 0.69  ,0.02
0.81 , 0.67  ,0.02
0.83 , 0.64  ,0.02
0.85 , 0.61  ,0.02
0.87 , 0.59  ,0.02
0.88 , 0.56  ,0.02
0.90 , 0.53  ,0.02
0.92 , 0.50  ,0.02
0.93 , 0.47  ,0.02
0.95 , 0.45  ,0.02
0.96 , 0.42  ,0.02
0.97 , 0.39  ,0.02
0.98 , 0.35  ,0.02
1.00 , 0.32  ,0.02
1.00 , 0.29  ,0.02
1.01 , 0.26  ,0.02
1.02 , 0.23  ,0.02
1.03 , 0.20  ,0.02
1.03 , 0.16  ,0.02
1.04 , 0.13  ,0.02
1.04 , 0.10  ,0.02
1.04 , 0.07  ,0.02
1.05 , 0.03  ,0.02
1.05 , 0.00  ,0.02
1.05 , -0.03  ,0.02
1.57 , 0.05   ,0.04
1.57 , 0.10   ,0.04
1.56 , 0.15   ,0.04
1.56 , 0.20   ,0.04
1.55 , 0.25   ,0.04
1.54 , 0.29   ,0.04
1.53 , 0.34   ,0.04
1.52 , 0.39   ,0.04
1.51 , 0.44   ,0.04
1.49 , 0.48   ,0.04
1.48 , 0.53   ,0.04
1.46 , 0.58   ,0.04
1.44 , 0.62   ,0.04
1.42 , 0.67   ,0.04
1.40 , 0.71   ,0.04
1.38 , 0.76   ,0.04
1.35 , 0.80   ,0.04
1.33 , 0.84   ,0.04
1.30 , 0.88   ,0.04
1.27 , 0.92   ,0.04
1.24 , 0.96   ,0.04
1.21 , 1.00   ,0.04
1.18 , 1.04   ,0.04
1.14 , 1.07   ,0.04
1.11 , 1.11   ,0.04
1.07 , 1.14   ,0.04
1.04 , 1.18   ,0.04
1.00 , 1.21   ,0.04
0.96 , 1.24   ,0.04
0.92 , 1.27   ,0.04
0.88 , 1.30   ,0.04
0.84 , 1.32   ,0.04
0.80 , 1.35   ,0.04
0.76 , 1.37   ,0.04
0.71 , 1.40   ,0.04
0.67 , 1.42   ,0.04
0.62 , 1.44   ,0.04
0.60 , 1.51   ,-0.96
0.55 , 1.53   ,-0.96
0.50 , 1.54   ,-0.96
0.45 , 1.56   ,-0.96
0.40 , 1.57   ,-0.96
0.35 , 1.58   ,-0.96
0.30 , 1.59   ,-0.96
0.25 , 1.60   ,-0.96
0.20 , 1.61   ,-0.96
0.15 , 1.61   ,-0.96
0.10 , 1.62   ,-0.96
0.05 , 1.62   ,-0.96
0.00 , 1.62   ,-0.96
-0.05 , 1.62   ,-0.96
-0.10 , 1.62   ,-0.96
-0.15 , 1.61   ,-0.96
-0.20 , 1.61   ,-0.96
-0.25 , 1.60   ,-0.96
-0.30 , 1.59   ,-0.96
-0.35 , 1.58   ,-0.96
-0.40 , 1.57   ,-0.96
-0.45 , 1.56   ,-0.96
-0.50 , 1.54   ,-0.96
-0.55 , 1.53   ,-0.96
-0.60 , 1.51   ,-0.96
-0.64 , 1.49   ,-0.96
-0.69 , 1.47   ,-0.96
-0.73 , 1.45   ,-0.96
-0.78 , 1.42   ,-0.96
-0.82 , 1.40   ,-0.96
-0.87 , 1.37   ,-0.96
-0.91 , 1.34   ,-0.96
-0.95 , 1.31   ,-0.96
-0.99 , 1.28   ,-0.96
-1.03 , 1.25   ,-0.96
-1.07 , 1.22   ,-0.96
-1.11 , 1.18   ,-0.96
-1.15 , 1.15   ,-0.96
-1.18 , 1.11   ,-0.96
-1.22 , 1.07   ,-0.96
-1.25 , 1.04   ,-0.96
-1.28 , 1.00   ,-0.96
-1.31 , 0.95   ,-0.96
-1.34 , 0.91   ,-0.96
-1.37 , 0.87   ,-0.96
-1.39 , 0.83   ,-0.96
-1.42 , 0.78   ,-0.96
-1.44 , 0.74   ,-0.96
-1.47 , 0.69   ,-0.96
-1.49 , 0.65   ,-0.96
-1.51 , 0.60   ,-0.96
-1.52 , 0.55   ,-0.96
-1.54 , 0.50   ,-0.96
-1.56 , 0.45   ,-0.96
-1.57 , 0.41   ,-0.96
-1.58 , 0.36   ,-0.96
-1.59 , 0.31   ,-0.96
-1.60 , 0.26   ,-0.96
-1.61 , 0.21   ,-0.96
-1.61 , 0.16   ,-0.96
-1.62 , 0.10   ,-0.96
-1.62 , 0.05   ,-0.96
-1.62 , 0.00   ,-0.96
-1.62 , -0.05   ,-0.96
-1.62 , -0.10   ,-0.96
-1.61 , -0.15   ,-0.96
-1.61 , -0.20   ,-0.96
-1.60 , -0.25   ,-0.96
-1.59 , -0.30   ,-0.96
-1.58 , -0.35   ,-0.96
-1.57 , -0.40   ,-0.96
-1.56 , -0.45   ,-0.96
-1.54 , -0.50   ,-0.96
-1.53 , -0.55   ,-0.96
-1.51 , -0.59   ,-0.96
-1.49 , -0.64   ,-0.96
-1.47 , -0.69   ,-0.96
-1.45 , -0.73   ,-0.96
-1.42 , -0.78   ,-0.96
-1.40 , -0.82   ,-0.96
-1.37 , -0.87   ,-0.96
-1.34 , -0.91   ,-0.96
-1.31 , -0.95   ,-0.96
-1.28 , -0.99   ,-0.96
-1.25 , -1.03   ,-0.96
-1.22 , -1.07   ,-0.96
-1.18 , -1.11   ,-0.96
-1.15 , -1.14   ,-0.96
-1.11 , -1.18   ,-0.96
-1.07 , -1.21   ,-0.96
-1.04 , -1.25   ,-0.96
-1.00 , -1.28   ,-0.96
-0.96 , -1.31   ,-0.96
-0.91 , -1.34   ,-0.96
-0.87 , -1.37   ,-0.96
-0.83 , -1.39   ,-0.96
-0.78 , -1.42   ,-0.96
-0.74 , -1.44   ,-0.96
-0.69 , -1.47   ,-0.96
-0.65 , -1.49   ,-0.96
-0.60 , -1.51   ,-0.96
-0.55 , -1.52   ,-0.96
-0.50 , -1.54   ,-0.96
-0.46 , -1.56   ,-0.96
-0.41 , -1.57   ,-0.96
-0.36 , -1.58   ,-0.96
-0.31 , -1.59   ,-0.96
-0.26 , -1.60   ,-0.96
-0.21 , -1.61   ,-0.96
-0.16 , -1.61   ,-0.96
-0.11 , -1.62   ,-0.96
-0.05 , -1.62   ,-0.96
-0.00 , -1.62   ,-0.96
0.05 , -1.62   ,-0.96
0.10 , -1.62   ,-0.96
0.15 , -1.61   ,-0.96
0.20 , -1.61   ,-0.96
0.25 , -1.60   ,-0.96
0.30 , -1.59   ,-0.96
0.35 , -1.58   ,-0.96
0.40 , -1.57   ,-0.96
0.45 , -1.56   ,-0.96
0.50 , -1.54   ,-0.96
0.55 , -1.53   ,-0.96
0.59 , -1.51   ,-0.96
0.64 , -1.49   ,-0.96
0.69 , -1.47   ,-0.96
0.73 , -1.45   ,-0.96
0.78 , -1.42   ,-0.96
0.82 , -1.40   ,-0.96
0.87 , -1.37   ,-0.96
0.91 , -1.34   ,-0.96
0.95 , -1.31   ,-0.96
0.99 , -1.28   ,-0.96
1.03 , -1.25   ,-0.96
1.07 , -1.22   ,-0.96
1.11 , -1.19   ,-0.96
1.14 , -1.15   ,-0.96
1.18 , -1.11   ,-0.96
1.21 , -1.08   ,-0.96
1.25 , -1.04   ,-0.96
1.28 , -1.00   ,-0.96
1.31 , -0.96   ,-0.96
1.34 , -0.92   ,-0.96
1.37 , -0.87   ,-0.96
1.39 , -0.83   ,-0.96
1.42 , -0.79   ,-0.96
1.44 , -0.74   ,-0.96
1.47 , -0.69   ,-0.96
1.49 , -0.65   ,-0.96
1.51 , -0.60   ,-0.96
1.52 , -0.55   ,-0.96
1.54 , -0.51   ,-0.96
1.56 , -0.46   ,-0.96
1.57 , -0.41   ,-0.96
1.58 , -0.36   ,-0.96
1.59 , -0.31   ,-0.96
1.60 , -0.26   ,-0.96
1.61 , -0.21   ,-0.96
1.61 , -0.16   ,-0.96
1.62 , -0.11   ,-0.96
1.62 , -0.06   ,-0.96
1.62 , -0.01   ,-0.96
2.16 , -0.07  ,-0.92
2.16 , -0.14  ,-0.92
2.15 , -0.21  ,-0.92
2.14 , -0.28  ,-0.92
2.13 , -0.34  ,-0.92
2.12 , -0.41  ,-0.92
2.11 , -0.48  ,-0.92
2.09 , -0.54  ,-0.92
2.07 , -0.61  ,-0.92
2.05 , -0.67  ,-0.92
2.03 , -0.74  ,-0.92
2.01 , -0.80  ,-0.92
1.98 , -0.86  ,-0.92
1.95 , -0.93  ,-0.92
1.92 , -0.99  ,-0.92
1.89 , -1.05  ,-0.92
1.86 , -1.11  ,-0.92
1.82 , -1.16  ,-0.92
1.78 , -1.22  ,-0.92
1.74 , -1.28  ,-0.92
1.70 , -1.33  ,-0.92
1.66 , -1.38  ,-0.92
1.62 , -1.43  ,-0.92
1.57 , -1.48  ,-0.92
1.52 , -1.53  ,-0.92
1.48 , -1.58  ,-0.92
1.42 , -1.63  ,-0.92
1.37 , -1.67  ,-0.92
1.32 , -1.71  ,-0.92
1.27 , -1.75  ,-0.92
1.21 , -1.79  ,-0.92
1.15 , -1.83  ,-0.92
1.10 , -1.86  ,-0.92
1.04 , -1.90  ,-0.92
0.98 , -1.93  ,-0.92
0.92 , -1.96  ,-0.92
0.85 , -1.99  ,-0.92
0.79 , -2.01  ,-0.92
0.73 , -2.04  ,-0.92
0.66 , -2.06  ,-0.92
0.60 , -2.08  ,-0.92
0.53 , -2.09  ,-0.92
0.47 , -2.11  ,-0.92
0.40 , -2.12  ,-0.92
0.33 , -2.14  ,-0.92
0.27 , -2.14  ,-0.92
0.20 , -2.15  ,-0.92
0.13 , -2.16  ,-0.92
0.06 , -2.16  ,-0.92
-0.01 , -2.16  ,-0.92
-0.07 , -2.16  ,-0.92
-0.14 , -2.16  ,-0.92
-0.21 , -2.15  ,-0.92
-0.28 , -2.14  ,-0.92
-0.34 , -2.13  ,-0.92
-0.41 , -2.12  ,-0.92
-0.48 , -2.11  ,-0.92
-0.54 , -2.09  ,-0.92
-0.61 , -2.07  ,-0.92
-0.67 , -2.05  ,-0.92
-0.74 , -2.03  ,-0.92
-0.80 , -2.01  ,-0.92
-0.86 , -1.98  ,-0.92
-0.92 , -1.95  ,-0.92
-0.99 , -1.92  ,-0.92
-1.05 , -1.89  ,-0.92
-1.10 , -1.86  ,-0.92
-1.16 , -1.82  ,-0.92
-1.22 , -1.79  ,-0.92
-1.27 , -1.75  ,-0.92
-1.33 , -1.71  ,-0.92
-1.38 , -1.66  ,-0.92
-1.43 , -1.62  ,-0.92
-1.48 , -1.57  ,-0.92
-1.53 , -1.53  ,-0.92
-1.58 , -1.48  ,-0.92
-1.62 , -1.43  ,-0.92
-1.67 , -1.37  ,-0.92
-1.71 , -1.32  ,-0.92
-1.75 , -1.27  ,-0.92
-1.79 , -1.21  ,-0.92
-1.83 , -1.15  ,-0.92
-1.86 , -1.10  ,-0.92
-1.90 , -1.04  ,-0.92
-1.93 , -0.98  ,-0.92
-1.96 , -0.92  ,-0.92
-1.99 , -0.85  ,-0.92
-2.01 , -0.79  ,-0.92
-2.03 , -0.73  ,-0.92
-2.06 , -0.66  ,-0.92
-2.08 , -0.60  ,-0.92
-2.09 , -0.53  ,-0.92
-2.11 , -0.47  ,-0.92
-2.12 , -0.40  ,-0.92
-2.14 , -0.33  ,-0.92
-2.14 , -0.27  ,-0.92
-2.15 , -0.20  ,-0.92
-2.16 , -0.13  ,-0.92
-2.16 , -0.06  ,-0.92
-2.16 , 0.00  ,-0.92
-2.16 , 0.07  ,-0.92
-2.16 , 0.14  ,-0.92
-2.15 , 0.21  ,-0.92
-2.14 , 0.27  ,-0.92
-2.13 , 0.34  ,-0.92
-2.12 , 0.41  ,-0.92
-2.11 , 0.47  ,-0.92
-2.09 , 0.54  ,-0.92
-2.07 , 0.61  ,-0.92
-2.05 , 0.67  ,-0.92
-2.03 , 0.74  ,-0.92
-2.01 , 0.80  ,-0.92
-1.98 , 0.86  ,-0.92
-1.95 , 0.92  ,-0.92
-1.92 , 0.98  ,-0.92
-1.89 , 1.04  ,-0.92
-1.86 , 1.10  ,-0.92
-1.82 , 1.16  ,-0.92
-1.79 , 1.22  ,-0.92
-1.75 , 1.27  ,-0.92
-1.71 , 1.33  ,-0.92
-1.66 , 1.38  ,-0.92
-1.62 , 1.43  ,-0.92
-1.57 , 1.48  ,-0.92
-1.53 , 1.53  ,-0.92
-1.48 , 1.58  ,-0.92
-1.43 , 1.62  ,-0.92
-1.38 , 1.67  ,-0.92
-1.32 , 1.71  ,-0.92
-1.27 , 1.75  ,-0.92
-1.21 , 1.79  ,-0.92
-1.16 , 1.83  ,-0.92
-1.10 , 1.86  ,-0.92
-1.04 , 1.90  ,-0.92
-0.98 , 1.93  ,-0.92
-0.92 , 1.96  ,-0.92
-0.86 , 1.98  ,-0.92
-0.79 , 2.01  ,-0.92
-0.73 , 2.03  ,-0.92
-0.67 , 2.06  ,-0.92
-0.60 , 2.08  ,-0.92
-0.54 , 2.09  ,-0.92
-0.47 , 2.11  ,-0.92
-0.40 , 2.12  ,-0.92
-0.34 , 2.14  ,-0.92
-0.27 , 2.14  ,-0.92
-0.20 , 2.15  ,-0.92
-0.13 , 2.16  ,-0.92
-0.07 , 2.16  ,-0.92
0.00 , 2.16  ,-0.92
0.07 , 2.16  ,-0.92
0.14 , 2.16  ,-0.92
0.21 , 2.15  ,-0.92
0.27 , 2.14  ,-0.92
0.34 , 2.13  ,-0.92
0.41 , 2.12  ,-0.92
0.47 , 2.11  ,-0.92
0.54 , 2.09  ,-0.92
0.60 , 2.08  ,-0.92
0.67 , 2.06  ,-0.92
0.73 , 2.03  ,-0.92
0.80 , 2.01  ,-0.92
0.86 , 1.98  ,-0.92
0.92 , 1.96  ,-0.92
0.98 , 1.93  ,-0.92
1.04 , 1.89  ,-0.92
1.10 , 1.86  ,-0.92
1.16 , 1.82  ,-0.92
1.22 , 1.79  ,-0.92
1.27 , 1.75  ,-0.92
1.33 , 1.71  ,-0.92
1.38 , 1.66  ,-0.92
1.43 , 1.62  ,-0.92
1.48 , 1.57  ,-0.92
1.53 , 1.53  ,-0.92
1.58 , 1.48  ,-0.92
1.62 , 1.43  ,-0.92
1.67 , 1.38  ,-0.92
1.71 , 1.32  ,-0.92
1.75 , 1.27  ,-0.92
1.79 , 1.21  ,-0.92
1.83 , 1.16  ,-0.92
1.86 , 1.10  ,-0.92
1.89 , 1.04  ,-0.92
1.93 , 0.98  ,-0.92
1.96 , 0.92  ,-0.92
1.98 , 0.86  ,-0.92
2.01 , 0.80  ,-0.92
2.03 , 0.73  ,-0.92
2.06 , 0.67  ,-0.92
2.08 , 0.60  ,-0.92
2.09 , 0.54  ,-0.92
2.11 , 0.47  ,-0.92
2.12 , 0.40  ,-0.92
2.13 , 0.34  ,-0.92
2.14 , 0.27  ,-0.92
2.15 , 0.20  ,-0.92
2.16 , 0.14  ,-0.92
2.16 , 0.07  ,-0.92
2.16 , 0.00  ,-0.92
2.16 , -0.07  ,-0.92
2.70 , 0.08   ,-0.88
2.70 , 0.17   ,-0.88
2.69 , 0.25   ,-0.88
2.68 , 0.34   ,-0.88
2.67 , 0.42   ,-0.88
2.65 , 0.51   ,-0.88
2.64 , 0.59   ,-0.88
2.62 , 0.67   ,-0.88
2.59 , 0.75   ,-0.88
2.57 , 0.83   ,-0.88
2.54 , 0.91   ,-0.88
2.51 , 0.99   ,-0.88
2.48 , 1.07   ,-0.88
2.44 , 1.15   ,-0.88
2.41 , 1.23   ,-0.88
2.37 , 1.30   ,-0.88
2.32 , 1.37   ,-0.88
2.28 , 1.45   ,-0.88
2.23 , 1.52   ,-0.88
2.19 , 1.59   ,-0.88
2.13 , 1.65   ,-0.88
2.08 , 1.72   ,-0.88
2.03 , 1.79   ,-0.88
